,Start_Date,End_Date,volatility_forecast,annualized_volatility
0,2020-01-02,2025-01-01,1.050172823006244,16.670976739879034
1,2020-01-03,2025-01-02,1.0503783393399313,16.674239210534825
2,2020-01-04,2025-01-03,0.9843701170102984,15.626391165916807
3,2020-01-05,2025-01-04,1.0170063838994328,16.144475841377897
4,2020-01-06,2025-01-05,1.0170094296787515,16.144524191625656
5,2020-01-07,2025-01-06,1.016669726677001,16.13913157365213
6,2020-01-08,2025-01-07,0.961165736262334,15.2580330411986
7,2020-01-09,2025-01-08,1.0194425053068623,16.183148069823613
8,2020-01-10,2025-01-09,0.9478625030438887,15.046850760824
9,2020-01-11,2025-01-10,0.9476099147087244,15.042841045310476
10,2020-01-12,2025-01-11,1.090364500773438,17.30899984475767
11,2020-01-13,2025-01-12,1.09036495348904,17.309007031395055
12,2020-01-14,2025-01-13,1.0901122880138654,17.30499609132183
13,2020-01-15,2025-01-14,1.0112148625422244,16.05253829003454
14,2020-01-16,2025-01-15,0.9408254799104484,14.935141481736247
15,2020-01-17,2025-01-16,1.0969341818098262,17.41329029804947
16,2020-01-18,2025-01-17,1.0245371002110726,16.264022256706557
17,2020-01-19,2025-01-18,1.011973914500666,16.06458786631982
18,2020-01-20,2025-01-19,1.011975611048772,16.064614798186074
19,2020-01-21,2025-01-20,1.011975974033056,16.064620560382945
20,2020-01-22,2025-01-21,1.0118148045254387,16.06206207376645
21,2020-01-23,2025-01-22,0.9896992157915798,15.710987986441015
22,2020-01-24,2025-01-23,0.936970760497705,14.873949708095935
23,2020-01-25,2025-01-24,0.8899937537770999,14.128212845370353
24,2020-01-26,2025-01-25,0.848330409324131,13.466827756111682
25,2020-01-27,2025-01-26,0.8483312350622276,13.466840864297591
26,2020-01-28,2025-01-27,0.8490749496766096,13.478646967793948
27,2020-01-29,2025-01-28,0.9902931276458774,15.720416044844006
28,2020-01-30,2025-01-29,0.96431591307692,15.308040547822255
29,2020-01-31,2025-01-30,0.9269350851623046,14.714638301039614
30,2020-02-01,2025-01-31,0.8825841072984352,14.010588354057637
31,2020-02-02,2025-02-01,0.8646329340659712,13.725622313368005
32,2020-02-03,2025-02-02,0.8646350019537087,13.725655140068158
33,2020-02-04,2025-02-03,0.8646679438988571,13.726178077235552
34,2020-02-05,2025-02-04,0.8647055488439351,13.726775037232008
35,2020-02-06,2025-02-05,0.839660701232494,13.329200406811708
36,2020-02-07,2025-02-06,0.8007474847215592,12.711472245202431
37,2020-02-08,2025-02-07,0.7641020969704828,12.129744749081148
38,2020-02-09,2025-02-08,0.8138257883167728,12.919083878503654
39,2020-02-10,2025-02-09,0.8138272978301272,12.919107841285271
40,2020-02-11,2025-02-10,0.8135091214167286,12.91405694730788
41,2020-02-12,2025-02-11,0.7962689218263228,12.64037726329189
42,2020-02-13,2025-02-12,0.7571236568557187,12.018965446584213
43,2020-02-14,2025-02-13,0.7379079037830703,11.713924823273892
44,2020-02-15,2025-02-14,0.7746480461981697,12.297156503054588
45,2020-02-16,2025-02-15,0.7394462314440594,11.738345017829346
46,2020-02-17,2025-02-16,0.739446311202507,11.73834628395545
47,2020-02-18,2025-02-17,0.7394427944078817,11.738290456571509
48,2020-02-19,2025-02-18,0.7396222364183778,11.741139010178683
49,2020-02-20,2025-02-19,0.7093751897713482,11.260982030245424
50,2020-02-21,2025-02-20,0.6807398133926008,10.80640952266403
51,2020-02-22,2025-02-21,0.6790100612434226,10.778950558565
52,2020-02-23,2025-02-22,0.8970759972055072,14.240639974386276
53,2020-02-24,2025-02-23,0.8970734333563877,14.24059927454326
54,2020-02-25,2025-02-24,0.8965028183088245,14.231541041482036
55,2020-02-26,2025-02-25,0.8707429987670535,13.82261658352947
56,2020-02-27,2025-02-26,0.8519776897882149,13.524726538529704
57,2020-02-28,2025-02-27,0.8102699147383784,12.862636135411552
58,2020-02-29,2025-02-28,0.9585673868632412,15.216785523223075
59,2020-03-01,2025-03-01,1.028236850945892,16.322753978850116
60,2020-03-02,2025-03-02,1.0282422659684325,16.322839939668032
61,2020-03-03,2025-03-03,1.0279083100256636,16.317538553427525
62,2020-03-04,2025-03-04,1.1568439309872165,18.364328082639258
63,2020-03-05,2025-03-05,1.1728964039461864,18.6191531909014
64,2020-03-06,2025-03-06,1.1484371110515843,18.23087395343976
65,2020-03-07,2025-03-07,1.2553581869726047,19.92819341423062
66,2020-03-08,2025-03-08,1.18514180113032,18.813542844827964
67,2020-03-09,2025-03-09,1.1851436343012665,18.81357194551458
68,2020-03-10,2025-03-10,1.1849016889705812,18.80973118245938
69,2020-03-11,2025-03-11,1.4630976626694905,23.22595535534005
70,2020-03-12,2025-03-12,1.3985419647826258,22.201165421414885
71,2020-03-13,2025-03-13,1.3128057433906226,20.840145100493185
72,2020-03-14,2025-03-14,1.323108829935516,21.00370152889817
73,2020-03-15,2025-03-15,1.403300302278062,22.27670168741712
74,2020-03-16,2025-03-16,1.4032994021294851,22.276687398001453
75,2020-03-17,2025-03-17,1.402733036652781,22.26769662478626
76,2020-03-18,2025-03-18,1.3342310187362507,21.18026080250688
77,2020-03-19,2025-03-19,1.3145024426329943,20.867079365963114
78,2020-03-20,2025-03-20,1.2767453399304642,20.267703942099796
79,2020-03-21,2025-03-21,1.2075231272319418,19.168835382088343
80,2020-03-22,2025-03-22,1.1372727895190686,18.05364584344896
81,2020-03-23,2025-03-23,1.137269529867909,18.053594098090983
82,2020-03-24,2025-03-24,1.1439565545740935,18.15974732439204
83,2020-03-25,2025-03-25,1.2097905280457302,19.204829254143085
84,2020-03-26,2025-03-26,1.1445319514681949,18.168881466913746
85,2020-03-27,2025-03-27,1.162594876687238,18.455621515393418
86,2020-03-28,2025-03-28,1.105812539592931,17.55422985851797
87,2020-03-29,2025-03-29,1.2531123866377627,19.892542439148837
88,2020-03-30,2025-03-30,1.253112562788657,19.89254523545759
89,2020-03-31,2025-03-31,1.2527418571008313,19.88666046510009
90,2020-04-01,2025-04-01,1.1973195929721812,19.006859297216824
91,2020-04-02,2025-04-02,1.1327350055114134,17.98161075552347
92,2020-04-03,2025-04-03,1.083322206311881,17.197206885930267
93,2020-04-04,2025-04-04,1.9284696331851356,30.61350636208693
94,2020-04-05,2025-04-05,2.7214924846470145,43.20235385584362
95,2020-04-06,2025-04-06,2.721492574615768,43.2023552840533
96,2020-04-07,2025-04-07,2.7239341457936885,43.24111402492355
97,2020-04-08,2025-04-08,2.539308406215359,40.31027126964973
98,2020-04-09,2025-04-09,2.4393090094385235,38.72283005888185
99,2020-04-10,2025-04-10,4.2689758232445,67.76789028751307
100,2020-04-11,2025-04-11,4.282299785750468,67.9794016351255
101,2020-04-12,2025-04-12,4.018017027619723,63.78404291222839
102,2020-04-13,2025-04-13,4.018003685719264,63.7838311161246
103,2020-04-14,2025-04-14,4.018539436245227,63.79233589206343
104,2020-04-15,2025-04-15,3.7494762814300304,59.52109072439453
105,2020-04-16,2025-04-16,3.494051855148311,55.46635366011785
106,2020-04-17,2025-04-17,3.3581439134090694,53.30888196987373
107,2020-04-18,2025-04-18,3.133655314599251,49.74523594215295
108,2020-04-19,2025-04-19,3.133654789274085,49.74522760287447
109,2020-04-20,2025-04-20,3.133656539240511,49.74525538273026
110,2020-04-21,2025-04-21,3.140002000008955,49.84598644961478
111,2020-04-22,2025-04-22,3.0567861331275266,48.52497551619729
112,2020-04-23,2025-04-23,2.9752707138830057,47.23095835216826
113,2020-04-24,2025-04-24,2.818921979068567,44.74899913145671
114,2020-04-25,2025-04-25,2.7169374682606358,43.13004521238651
115,2020-04-26,2025-04-26,2.541627116251677,40.34707965036113
116,2020-04-27,2025-04-27,2.541620768600737,40.34697888452635
117,2020-04-28,2025-04-28,2.536368625436141,40.26360369654459
118,2020-04-29,2025-04-29,2.365061241105093,37.5441832764111
119,2020-04-30,2025-04-30,2.2008979691306263,34.938172124080495
120,2020-05-01,2025-05-01,2.0344256657678623,32.29550623481265
121,2020-05-02,2025-05-02,1.8872565580704692,29.959269076981148
122,2020-05-03,2025-05-03,1.8160121796142543,28.828299630742077
123,2020-05-04,2025-05-04,1.816012552210307,28.82830554552104
124,2020-05-05,2025-05-05,1.8145731284590367,28.80545540185844
125,2020-05-06,2025-05-06,1.6862701069342596,26.76870807738207
126,2020-05-07,2025-05-07,1.5904823917438533,25.24812523908868
127,2020-05-08,2025-05-08,1.4594910151293177,23.168701600592296
128,2020-05-09,2025-05-09,1.344799671985291,21.348032971645893
129,2020-05-10,2025-05-10,1.2268799750948836,19.476115815757083
130,2020-05-11,2025-05-11,1.2268841305263187,19.47618178118609
131,2020-05-12,2025-05-12,1.2297827528179417,19.522195983556145
132,2020-05-13,2025-05-13,1.673776452513546,26.57037746200053
133,2020-05-14,2025-05-14,1.5660085835049196,24.85961557767926
134,2020-05-15,2025-05-15,1.4498897546918523,23.01628631625052
135,2020-05-16,2025-05-16,1.351245231334088,21.450353054231638
136,2020-05-17,2025-05-17,1.2669240748387456,20.11179619214343
137,2020-05-18,2025-05-18,1.2669201875724727,20.1117344837044
138,2020-05-19,2025-05-19,1.2670382206610964,20.11360820089825
139,2020-05-20,2025-05-20,1.1741479800015735,18.639021344838028
140,2020-05-21,2025-05-21,1.1032710924884657,17.513885636466128
141,2020-05-22,2025-05-22,1.2320987699307413,19.55896161543197
142,2020-05-23,2025-05-23,1.1481998289246362,18.22710721644897
143,2020-05-24,2025-05-24,1.11085437522374,17.634266517900283
144,2020-05-25,2025-05-25,1.11085287151345,17.634242647239454
145,2020-05-26,2025-05-26,1.110853770700199,17.634256921386577
146,2020-05-27,2025-05-27,1.1112104981843467,17.639919794639834
147,2020-05-28,2025-05-28,1.258057858524705,19.9710493715211
148,2020-05-29,2025-05-29,1.1996135035186113,19.04327399823092
149,2020-05-30,2025-05-30,1.1234911934967138,17.834869788980715
150,2020-05-31,2025-05-31,1.0541998050760977,16.734903098424724
151,2020-06-01,2025-06-01,1.0541991806619009,16.734893186156647
152,2020-06-02,2025-06-02,1.052072208323671,16.701128547041836
153,2020-06-03,2025-06-03,0.9969398433204996,15.825929385106434
154,2020-06-04,2025-06-04,0.9456239628964176,15.011315037643744
155,2020-06-05,2025-06-05,0.8921254521139923,14.162052507388116
156,2020-06-06,2025-06-06,0.8661073064518358,13.749027249405394
157,2020-06-07,2025-06-07,0.8820989738300328,14.002887098997236
158,2020-06-08,2025-06-08,0.8820999394659819,14.002902427992703
159,2020-06-09,2025-06-09,0.8792454313459412,13.957588516386451
160,2020-06-10,2025-06-10,0.8249590708421478,13.095819259531437
161,2020-06-11,2025-06-11,0.8018155998311234,12.728428046911416
162,2020-06-12,2025-06-12,0.7734027476167417,12.277388000927706
163,2020-06-13,2025-06-13,0.7398978426588283,11.745514123610745
164,2020-06-14,2025-06-14,0.8379309568643329,13.301741566232495
165,2020-06-15,2025-06-15,0.8379294199430151,13.301717168362943
166,2020-06-16,2025-06-16,0.8387816422282137,13.315245777733242
167,2020-06-17,2025-06-17,0.8484517193012273,13.46875349229737
168,2020-06-18,2025-06-18,0.8749307507156371,13.88909508477974
169,2020-06-19,2025-06-19,0.8265611522611425,13.12125151361986
170,2020-06-20,2025-06-20,0.8258505273977914,13.109970693636544
171,2020-06-21,2025-06-21,0.7916277581429012,12.566701073890222
172,2020-06-22,2025-06-22,0.79162830359432,12.56670973266306
173,2020-06-23,2025-06-23,0.7906800768860953,12.551657100324228
174,2020-06-24,2025-06-24,0.814777305625946,12.934188747513128
175,2020-06-25,2025-06-25,0.85003982507334,13.493963889869429
176,2020-06-26,2025-06-26,0.8036257304064347,12.757162978968385
177,2020-06-27,2025-06-27,0.7987701503471609,12.680083035121568
178,2020-06-28,2025-06-28,0.7695204983302063,12.215759204089323
179,2020-06-29,2025-06-29,0.7695211606717581,12.215769718435498
180,2020-06-30,2025-06-30,0.7700712691755643,12.224502420206536
181,2020-07-01,2025-07-01,0.7430075673137893,11.79487947210822
182,2020-07-02,2025-07-02,0.7093925242840069,11.261257207102984
183,2020-07-03,2025-07-03,0.6887597146183596,10.933721507759987
184,2020-07-04,2025-07-04,0.7024095798348485,11.150406400514273
185,2020-07-05,2025-07-05,0.7024108787783296,11.150427020602782
186,2020-07-06,2025-07-06,0.7024104875609443,11.15042081021932
187,2020-07-07,2025-07-07,0.702394825272646,11.150172179100522
188,2020-07-08,2025-07-08,0.7419935542279753,11.778782513400849
189,2020-07-09,2025-07-09,0.7094902993377237,11.262809337962349
190,2020-07-10,2025-07-10,0.6998672661426657,11.11004842180889
191,2020-07-11,2025-07-11,0.6716024955928741,10.661359099374586
192,2020-07-12,2025-07-12,0.666745004263156,10.584248815050069
193,2020-07-13,2025-07-13,0.6667447542626634,10.58424484641528
194,2020-07-14,2025-07-14,0.667313370914153,10.59327135592231
195,2020-07-15,2025-07-15,0.6406828948928835,10.170525654837023
196,2020-07-16,2025-07-16,0.6480566396714702,10.287580224329432
197,2020-07-17,2025-07-17,0.6271597291787637,9.955852054329767
198,2020-07-18,2025-07-18,0.6306683150523981,10.011549128380672
199,2020-07-19,2025-07-19,0.6109613767975447,9.698711182031587
200,2020-07-20,2025-07-20,0.6109618452496769,9.698718618478646
201,2020-07-21,2025-07-21,0.6105697854383056,9.692494861918938
202,2020-07-22,2025-07-22,0.5889075551077436,9.348617616132932
203,2020-07-23,2025-07-23,0.5704741180274844,9.055995874197798
204,2020-07-24,2025-07-24,0.6168879950532401,9.7927933301527
205,2020-07-25,2025-07-25,0.5948739882609955,9.443331806158504
206,2020-07-26,2025-07-26,0.5848863195199857,9.284782480162471
207,2020-07-27,2025-07-27,0.5848865648748756,9.2847863750506
208,2020-07-28,2025-07-28,0.5848764354477392,9.284625575379842
209,2020-07-29,2025-07-29,0.5680307623464821,9.017208805219344
210,2020-07-30,2025-07-30,0.5690683653130264,9.033680241673938
211,2020-07-31,2025-07-31,0.5584803108931844,8.865600088496418
212,2020-08-01,2025-08-01,0.572735934875407,9.091901103542472
213,2020-08-02,2025-08-02,0.8571568153842329,13.606942608544704
214,2020-08-03,2025-08-03,0.8571578091811639,13.6069583845819
215,2020-08-04,2025-08-04,0.8567508854426377,13.600498670493645
216,2020-08-05,2025-08-05,0.9628656606864096,15.285018504840853
217,2020-08-06,2025-08-06,0.9302181047179636,14.766754620801423
218,2020-08-07,2025-08-07,0.9047779117476946,14.362904077372471
219,2020-08-08,2025-08-08,0.8527708324868867,13.537317288538937
220,2020-08-09,2025-08-09,0.8402133078136326,13.33797276433101
221,2020-08-10,2025-08-10,0.8402131627684425,13.33797046181
